customer_id,first_name,last_name,gender,birth_date,signup_date,city,region_id,customer_segment,acquisition_channel
23,Carolyn,Garcia,Female,1956-12-04,2024-05-15, Lloydshire  ,2,Budget,Email
24,Bernard,Turner,Male,1952-02-22,2025-04-19,East Peggy,1,Premium,Organic Search
25,Erika,Cox,Female,1968-09-30,2024-12-28,Port Becky,3,Standard,Organic Search
26,Stephanie,Harris,Female,1989-12-10,2024-07-12,Josephville,4,Budget,Social Media
27,Katherine,Newman,Female,2006-03-25,2023-04-05,Robinsonfurt,2,Standard,Paid Search
28,Donna,Mcmahon,Female,1973-08-30,2023-02-18,Joseview,1,Standard,Social Media
29,Laura,Benton,Female,1992-02-16,2023-07-04,Carrville,2,Standard,Paid Search
30,Christopher,Griffin,Male,1955-01-23,2024-08-02,Smithshire,2,Budget,Direct
31,Christopher,Jones,Male,1990-09-17,2023-02-27,West Johnmouth,4,Premium,Paid Search
32,Peter,Lozano,Male,1987-01-14,2023-09-20,East Tracymouth,2,Budget,Email
33,Charles,Bean,Male,1956-07-25,2025-12-08,East Edward,4,Budget,Organic Search
34,Robin,Mullins,Female,1995-06-18,2024-09-20,,3,Standard,Direct
35,Nicholas,Barber,Male,1999-12-22,2025-11-12,New Jacobton,2,Budget,Direct
36,Sophia,Baker,Female,1985-06-24,2023-11-18,Obrienmouth,5,Premium,Referral
37,Kelly,Hunter,Female,1957-09-04,2024-06-13,Baileyborough,5,Standard,Social Media
38,Melissa,Bowen,Female,2007-09-20,2025-04-15,Elizabethstad,5,Premium,Organic Search
39,Cody,Walsh,Male,1996-01-19,2025-12-24,Glasston,3,Standard,Referral
40,Christina,Ramirez,Female,1970-10-17,2025-05-09,Joelfurt,3,Budget,Referral
41,Maria,Briggs,Female,1975-07-03,2025-10-19,Danielland,4,Standard,Organic Search
42,Hannah,Wiggins,Female,1972-02-24,2023-04-09,Port Jessica,8,Standard,Social Media
43,Stephanie,Dillon,Female,1980-01-01,2024-04-12,Port Edwardshire,3,Premium,Social Media
44,Carol,Mcintosh,Female,1970-06-12,2025-10-05,Elizabethland,5,Premium,Referral
45,Elizabeth,Woods,Female,1999-12-07,2024-12-01,North Cheryl,3,Budget,Email
46,Christina,Smith,Female,1998-05-09,2023-10-21,Gayland,8,Budget,Email
47,Christine,Watkins,Female,1956-10-10,2023-10-21,New Tammyberg,2,Budget,Email
48,James,Schultz,Male,2006-05-20,2025-06-28,North Jared,3,Standard,Paid Search
49,Bruce,Mcdaniel,Male,1987-07-09,2023-10-04,Ortizberg,4,Standard,Paid Search
50,Brian,Obrien,Other,1998-09-21,2024-11-06,North Danielfurt,5,Premium,Organic Search
51,Ashley,Gentry,Female,1991-09-06,2023-11-06,North Christinaton,5,Standard,Referral
52,Jill,Sharp,Female,1975-11-30,2023-12-13,Randolphborough,5,Standard,Paid Search
53,Sara,Francis,Other,1993-03-20,2024-07-26,North Kelly,5,Standard,Paid Search
54,Corey,James,Male,2006-08-27,2023-08-05,New Alexander,3,VIP,Paid Search
55,Cassidy,Curtis,Female,1966-04-27,2025-04-04,Kimberlyville,1,Standard,Organic Search
56,Brittany,Glover,Female,1997-07-13,2023-10-16,North Christopher,7,Premium,Social Media
57,Alexander,Hansen,Male,1981-11-14,2025-06-22,Garrettberg,3,Standard,Organic Search
58,Thomas,Heath,Male,1978-09-12,2024-11-29,Tinaberg,1,Budget,Organic Search
59,Linda,Bennett,Female,1975-12-02,2024-05-31,Port Madelineborough,1,Standard,Referral
60,Mercedes,Richardson,Female,1993-01-20,2025-02-23,Jenniferland,4,VIP,Paid Search
61,Robert,Fitzgerald,Male,1966-03-22,2024-08-06,Port Sarahshire,3,Standard,Paid Search
62,Linda,Anderson,Female,2000-01-21,2023-06-08,Colonville,5,Budget,Paid Search
63,Darryl,Chavez,Male,1998-11-03,2024-04-18,West James,4,Standard,Referral
64,Taylor,Dunn,Female,1955-09-06,2024-12-02,Paulberg,1,Standard,Paid Search
65,Christy,Johnson,Female,2001-10-16,2023-07-14,Lake Kimberlytown,2,Budget,Referral
66,Charles,Olson,Male,1964-10-19,2025-06-06,South Davidburgh,7,Budget,Direct
67,John,Grant,Male,1977-08-10,2024-06-11,Bruceton,6,Standard,Email
68,Jeremy,Griffith,Male,1986-01-20,2023-12-09,South Ronaldshire,7,Budget,Paid Search
69,Alex,Perez,Male,1972-08-20,2023-01-18,Port Juan,1,Standard,Referral
70,Matthew,Santana,Male,1952-04-27,2023-06-12,Luisburgh,7,Premium,Social Media
71,Ronald,Cohen,Male,2000-01-05,2024-01-21,East Jacquelineport,7,Standard,Paid Search
72,Amanda,Brown,Female,1961-03-15,2024-06-23,New Michaelfurt,3,VIP,Social Media
73,Tyler,Elliott,Male,1962-12-16,2023-09-27,Richardsonport,5,Budget,Paid Search
74,Marcus,Wood,Male,1996-12-06,2024-12-21,Nathanchester,2,VIP,Organic Search
75,Ryan,Bautista,Male,1970-05-25,2023-11-25,Timothyville,5,Premium,Paid Search
76,Breanna,Patrick,Female,2001-09-18,2025-11-28,Hamiltonville,6,Budget,Organic Search
77,Andrew,Brown,Male,1991-04-29,2025-01-09,Port Kristenville,4,VIP,Paid Search
78,Andrew,Johnson,Male,1966-09-05,2025-07-29,Spencerville,1,Premium,Social Media
79,Joann,Hill,Female,1951-03-31,2024-08-21,South Evanhaven,3,Standard,Direct
80,Brad,Smith,Other,2005-08-23,2023-12-09,Port Jessicastad,5,Premium,Organic Search
81,Jo,Hernandez,Female,1955-08-15,2024-09-18,Port Jennifermouth,5,Premium,Email
82,Michael,Ford,Male,1992-06-02,2024-08-11,New Brad,4,Premium,Social Media
83,Jesse,Wright,Male,1978-12-29,2025-03-04,Marquezmouth,8,Budget,Organic Search
84,Bobby,Williams,Male,1994-08-18,2025-10-26,Michaelhaven,1,Budget,Paid Search
85,Troy,Vasquez,Male,1990-09-17,2024-01-20,Port Richard,1,Premium,Organic Search
86,Brian,Gonzalez,Male,1988-02-13,2023-07-01,New Ryanstad,2,Premium,Organic Search
87,Joseph,Rice,Male,1979-02-15,2025-05-22,Seanchester,6,Standard,Paid Search
88,Linda,Crawford,Female,1996-08-24,2023-01-01,North Anna,6,Premium,Paid Search
89,Gene,Cooke,Male,1956-01-20,2025-07-27,New Richard,6,Budget,Social Media
90,Rodney,Calhoun,Male,1963-07-05,2025-06-02,Weekschester,7,Premium,Organic Search
91,Stacy,Kim,Female,1990-10-12,2025-08-21,North Michael,3,Standard,Organic Search
92,Amy,Allen,Female,1968-05-31,2023-06-21,Lake Melissa,3,Standard,Organic Search
93,Albert,Brown,Male,1984-05-21,2023-12-07,Richardchester,4,Budget,Social Media
94,Brett,Hanna,Male,1978-02-08,2024-12-28,Port Carlosville,3,Budget,Paid Search
95,Amber,Chapman,Female,1981-06-13,2024-05-09,Martinezview,4,Standard,Social Media
96,Andrew,Curry,Male,1975-05-03,2025-09-06,Brendaside,1,Premium,Organic Search
97,Randy,Arnold,Male,1993-12-02,2024-09-27,Audreymouth,3,Standard,Organic Search
98,David,Bright,Male,1969-11-03,2024-08-29,West Kristenton,3,Standard,Direct
99,Dawn,Lynch,Female,1991-06-03,2023-11-11,Port Brittanyfort,1,Standard,Organic Search
100,Timothy,Foster,Male,1966-05-15,2025-01-06,Fowlerland,8,Budget,Organic Search
101,Christina,Garza,Female,1965-03-27,2024-05-30,Port Robertside,1,Standard,Organic Search
102,Nicole,Garcia,Female,1957-08-27,2024-09-19,Mosesberg,7,Standard,Direct
103,Cindy,Mitchell,Female,1961-10-28,2024-03-03,South Timothyview,1,Premium,Social Media
104,David,Rivas,Male,1957-08-03,2025-02-18,Samuelborough,7,Premium,Social Media
105,Nancy,Rasmussen,Female,1981-09-26,2025-08-31,Brandiville,4,Standard,Direct
106,Zachary,Griffin,Male,1994-11-11,2023-02-13,North Jenniferview,2,Standard,Organic Search
107,Christopher,Jordan,Male,1961-05-24,2024-01-12,North Jason,2,Budget,Direct
108,Anthony,Murray,Male,1963-03-17,2025-04-20,North Christopher,3,Standard,Organic Search
109,Amy,Moore,Female,1978-09-27,2025-05-15,Lake Lindaview,6,Budget,Email
110,Anna,Galvan,Female,1992-09-06,2024-03-31,East Mikeshire,1,Budget,Paid Search
111,Jose,Gordon,Male,2007-04-20,2024-03-22,Lesterville,2,Standard,Paid Search
112,Bradley,Wallace,Male,1981-01-31,2025-06-18,Lake Maryhaven,5,Standard,Direct
113,Lori,Oconnell,Female,1967-01-26,2025-01-03,Port Loriland,4,Budget,Organic Search
114,Wesley,Reilly,Male,1956-06-26,2024-07-17,Kevinberg,3,Budget,Direct
115,Caitlyn,Martinez,Female,1961-11-30,2023-04-21,Alejandrabury,1,Premium,Paid Search
116,Laura,Alexander,Female,1963-11-07,2025-03-30,Samueltown,4,Budget,Email
117,Joshua,Brown,Male,1961-01-23,2024-03-30,West Amberchester,2,Budget,Direct
118,Kara,Kennedy,Female,1951-06-23,2025-01-20,Port Meganborough,4,Standard,Organic Search
119,Jamie,Miller,Female,1981-08-20,2025-05-28,Davisland,2,Budget,Direct
120,Taylor,Dixon,Female,1966-07-26,2024-10-02,Craigshire,8,Standard,Social Media
121,Debra,Martin,Female,2007-03-02,2024-02-10,Castrohaven,4,Standard,Email
122,Chris,Barber,Male,1982-10-01,2023-12-21,Lanefort,4,Premium,Organic Search
123,Matthew,Williams,Male,1991-02-08,2025-05-14,New Michaelville,6,Premium,Social Media
124,David,Tyler,Male,1957-12-24,2025-10-11,Rodriguezchester,8,Standard,Email
125,Andrew,Lam,Male,2001-01-10,2025-12-17,East Tony,6,Standard,Social Media
126,Megan,Stokes,Female,1979-02-16,2025-08-03,West Jennifer,4,Standard,Organic Search
127,Hector,Maxwell,Male,2001-04-10,2025-02-13,Carpenterfurt,7,Standard,Paid Search
128,Catherine,Bowman,Female,1983-12-14,2025-09-20,Milesport,2,Budget,Affiliate
129,Sandy,Bennett,Female,1977-11-18,2024-07-18,Lake Joseph,6,Premium,Organic Search
130,Lisa,Johnson,Female,1976-03-15,2025-10-04,Huntberg,5,Standard,Email
131,Amy,Smith,Female,1961-05-07,2024-08-30,Curtisberg,4,Standard,Direct
132,Caitlin,Mahoney,Female,1953-08-20,2025-02-06,Port Crystal,7,Budget,Organic Search
133,Denise,Payne,Female,2005-03-28,2023-10-21,New Tammybury,5,Standard,Organic Search
134,Derek,Ross,Male,1978-05-13,2024-11-05,New Blake,5,VIP,Email
135,Jeffrey,Mercer,Male,1998-05-04,2024-05-25,Mendozahaven,7,Standard,Organic Search
136,Jill,Johnston,Female,1973-11-23,2024-06-22,Johnsonland,5,Standard,Social Media
137,Brandon,Jones,Male,1954-12-14,2025-02-09,New Paulabury,2,Budget,Email
138,Heather,Campos,Female,1987-03-01,2025-10-04,Port Morgan,2,Budget,Social Media
139,Michelle,Rodriguez,Female,1953-10-06,2025-08-21,South Jennifer,4,Budget,Paid Search
140,Steven,Peterson,Male,1959-04-23,2024-06-03,North Samantha,2,Standard,Email
141,Erica,Dixon,Female,1983-04-20,2025-06-07,Cooktown,5,Standard,Social Media
142,Susan,Ward,Female,1968-04-11,2024-12-24,Karenfort,7,Standard,Organic Search
143,Brianna,Martinez,Female,2008-04-21,2024-06-02,South Louiston,2,Budget,Social Media
144,Shane,Terry,Male,1957-07-11,2025-10-24,Anthonyshire,7,Standard,Affiliate
145,Jason,Bruce,Male,1994-12-29,2023-10-09,Camposfort,5,Premium,Email
146,Steven,Velazquez,Male,1985-10-27,2025-08-04,Port Zacharyview,8,Budget,Social Media
147,Linda,Berry,Female,1996-07-08,2023-12-19,New Ambertown,2,Budget,Paid Search
148,Sharon,Murray,Female,1963-09-30,2025-10-12,North Joseph,3,Standard,Organic Search
149,Jessica,Gutierrez,Female,1980-12-18,2025-05-27,Port Jeremymouth,5,Standard,Paid Search
150,Marcus,Ellison,Male,1976-10-14,2024-10-04,Valentineside,6,Budget,Organic Search
151,Jay,Alvarado,Male,1976-05-02,2023-05-30,Lake Theresa,7,Budget,Direct
152,Jennifer,Montgomery,Female,2000-07-18,2023-11-05,Collinshaven,7,Standard,Organic Search
153,Jane,Edwards,Female,2008-01-29,2023-10-14,West Matthewview,2,Budget,Referral
154,Veronica,Lara,Female,1968-05-14,2025-06-30,North Davidberg,3,Budget,Organic Search
155,Nathan,Frazier,Male,1986-09-04,2025-03-02,Port Gracefort,5,Budget,Paid Search
156,Virginia,Sanchez,Other,1986-01-06,2023-12-26,Smallton,1,Standard,Paid Search
157,Heather,Jones,Female,1993-07-31,2024-06-24,South Feliciaton,8,Budget,Paid Search
158,Crystal,Carlson,Female,2005-08-13,2024-04-18,Clarkmouth,5,Standard,Referral
159,Danielle,Daugherty,Female,1962-09-15,2025-03-29,North Xavier,6,Standard,Direct
160,Debbie,Watson,Female,1962-11-23,2024-05-13,South Toddton,7,VIP,Affiliate
161,Alexander,Douglas,Male,1988-12-17,2025-07-06,Lindsayport,2,Standard,Organic Search
162,Joseph,Carpenter,Male,1959-10-07,2025-05-05,North Kelly,3,Standard,Referral
163,James,Brooks,Male,1960-09-26,2024-01-27,Kristenside,5,Premium,Organic Search
164,Lisa,Reynolds,Female,1955-01-04,2024-05-05,Williamschester,6,Budget,Affiliate
165,Dennis,Smith,Male,1950-10-23,2024-12-26,Leroystad,5,Standard,Social Media
166,Katherine,Ramos,Female,1976-10-13,2025-10-24,New Shannonport,1,Standard,Paid Search
167,Randy,Oconnell,Male,1985-02-04,2023-07-25,Port William,5,Budget,Organic Search
168,Lisa,Coleman,Female,1967-07-20,2024-06-13,Port Kimberly,2,Standard,Organic Search
169,Deanna,Sullivan,Female,1964-01-30,2025-02-10,-,3,Standard,Paid Search
170,Randy,Rogers,Male,1991-08-29,2024-05-06,Brianfurt,8,Standard,Affiliate
171,Mark,Munoz,Male,1991-06-06,2024-03-26,Jeremyton,1,Premium,Referral
172,Alexa,Frederick,Female,1976-12-27,2024-08-31,Martinburgh,1,Budget,Direct
173,Bryan,Hernandez,Male,1990-07-11,2023-11-22,Port Lauren,3,Standard,Organic Search
174,Jessica,Keith,Female,2004-03-30,2025-02-13,Collinsberg,7,Budget,Social Media
175,Phillip,Austin,Male,1996-05-08,2025-10-01,Johnsonland,2,Premium,Paid Search
176,Cassandra,Fletcher,Female,1986-11-28,2025-10-26,North Nathanhaven,1,Premium,Social Media
177,Robert,King,Male,1989-01-02,2024-10-11,Holdertown,3,Budget,Paid Search
178,Paige,Krause,Female,2004-10-22,2024-03-30,North Thomashaven,5,Standard,Paid Search
179,Vicki,Olson,Female,1975-04-25,2024-07-10,Freyberg,1,Standard,Social Media
180,Christina,Miller,Female,1982-03-29,2024-01-09,Scotttown,6,Standard,Organic Search
181,Timothy,Nelson,Male,1988-03-21,2025-02-09,Lake Ricky,7,Standard,Social Media
182,Deborah,Martin,Female,2003-05-06,2023-08-31,Jonesville,4,Standard,Email
183,Thomas,Brown,Male,1998-08-08,2024-04-28,Jeremyfort,1,Budget,Organic Search
184,Gordon,Jordan,Male,1954-10-18,2023-10-22,Delacruzside,4,Budget,Direct
185,Amber,Spencer,Female,1960-04-12,2023-12-09,West Tonya,2,Budget,Social Media
186,Theresa,Thompson,Female,1968-06-30,2025-04-15,North Emily,3,Standard,Referral
187,Melissa,Hall,Female,1994-02-04,2025-12-26, Nataliestad  ,6,Standard,Email
188,Robert,Whitney,Male,1983-09-02,2025-04-18,Brandonchester,1,Premium,Email
189,David,Delgado,Male,1967-05-25,2024-01-29,Denisemouth,1,Budget,Email
190,Nancy,Kane,Female,1957-11-13,2024-08-06,North Donaldborough,1,VIP,Affiliate
191,Brittany,Marquez,Female,1990-08-07,2025-03-08,Mitchellside,1,Premium,Social Media
192,Lisa,Doyle,Female,1991-03-29,2025-09-23,Flemingland,2,Standard,Paid Search
193,Joanne,Santana,Female,2005-05-01,2025-05-22,Duranbury,3,Standard,Organic Search
194,Mary,Newman,Female,1979-09-07,2023-09-16,South Geoffrey,6,Standard,Social Media
195,Corey,Wall,Male,1979-04-19,2025-02-14,Cohenland,1,Premium,Organic Search
196,Steven,Gomez,Male,1955-04-28,2023-11-28,Lake Amyland,3,Standard,Paid Search
197,Lawrence,Hughes,Male,1952-12-19,2024-07-01,Port Bobby,8,Standard,Organic Search
198,Erin,Reid,Female,1975-09-18,2025-12-06,South Chelseabury,4,Standard,Social Media
199,Frederick,Gardner,Male,1969-05-08,2025-10-12,West Claudia,6,Standard,Organic Search
200,Crystal,Abbott,Female,1965-03-06,2024-02-14,Alexanderville,4,Standard,Social Media
201,Kayla,Espinoza,Female,1955-12-14,2025-06-03,Alexanderhaven,1,VIP,Referral
202,Dustin,Stein,Male,2006-06-13,2024-05-12,Reedburgh,2,VIP,Referral
203,Diana,King,Female,1999-02-21,2023-01-17,Josechester,6,Budget,Paid Search
204,Amy,Schmidt,Female,1984-01-07,2025-09-09,Haleyfort,7,Standard,Social Media
205,Lance,Robinson,Male,2005-10-20,2025-08-18,North Darlenemouth,3,Standard,Social Media
206,Daisy,Larson,Female,2008-08-18,2024-03-31,New Stephen,4,Standard,Social Media
207,Kathryn,Guerrero,Female,1989-08-25,2025-07-09,Larashire,3,Budget,Email
208,Kerry,Mcneil,Male,1966-04-15,2023-03-07,Port Hannah,1,Standard,Organic Search
209,Bruce,Kaiser,Other,1952-12-27,2024-12-16,Timothyberg,1,Budget,Direct
210,Sara,Garcia,Female,1994-07-09,2025-12-18,Beckerview,8,Premium,Organic Search
211,Jamie,Johnson,Female,1977-12-11,2025-07-22,Port Jessicaside,1,Budget,Referral
212,Nicole,James,Female,1988-06-11,2025-01-19,Gregoryberg,3,Premium,Social Media
213,Summer,Decker,Female,2003-10-16,2024-06-22,New Shannon,5,Budget,Paid Search
214,Joseph,Allen,Male,1961-03-07,2025-06-08,East Theresaside,3,Standard,Referral
215,Jonathan,Myers,Male,1984-08-09,2025-12-13,New Jason,8,Budget,Organic Search
216,Christopher,Camacho,Male,1987-06-22,2023-11-21,Lake Belindaborough,1,Budget,Referral
217,Christopher,Martinez,Male,1979-03-06,2023-04-10,North Jacobburgh,7,Budget,Social Media
218,Stacy,Smith,Female,1955-12-12,2024-07-04,Murrayfurt,1,Budget,Organic Search
219,Brian,Kent,Male,1970-11-02,2024-11-24,Espinozaville,2,Standard,Organic Search
220,Adam,Miller,Male,1969-12-27,2024-01-31,Jaimefurt,4,Premium,Referral
221,Rebecca,Roberts,Female,1989-07-10,2025-02-25,New Keith,7,Standard,Paid Search
222,Emma,Sanchez,Female,2000-05-28,2024-04-14,New Williamton,3,Standard,Affiliate
223,Richard,Hill,Male,1969-10-13,2025-12-18,East Leslie,2,Standard,Referral
224,Jason,Haas,Male,1990-11-21,2024-02-25,Marilynville,3,Budget,Email
225,Andrew,Gonzalez,Male,1967-05-16,2025-08-03,South Maryfurt,1,Standard,Paid Search
226,Thomas,Smith,Male,2005-06-23,2025-12-05,Sherryshire,6,Premium,Email
227,Jamie,Flowers,Female,1997-11-04,2024-11-08,Andrewton,7,Standard,Direct
228,Jeffrey,Compton,Male,1982-07-24,2023-12-01,Hendersonland,5,Standard,Organic Search
229,Benjamin,Stein,Male,1977-01-13,2025-10-10,Hendricksport,3,Premium,Paid Search
230,Sharon,Fletcher,Female,1968-11-24,2024-07-31,West Aaron,4,Standard,Organic Search
231,Jillian,Nguyen,Female,1969-05-28,2024-12-20,Mendezshire,4,Premium,Paid Search
232,Derrick,Montgomery,Male,2006-12-05,2023-04-09,New Christinastad,1,Budget,Referral
233,Patricia,Wolf,Female,1974-02-05,2024-06-02,Barnesborough,3,Premium,Social Media
234,Elizabeth,Taylor,Female,1980-07-02,2025-01-01,Mooremouth,5,Budget,Social Media
235,Richard,Rice,Male,2007-12-20,2025-05-03,Granthaven,7,Standard,Paid Search
236,Rachael,Knight,Other,1988-10-19,2025-11-25,Ricefort,3,Budget,Organic Search
237,Rachael,Jones,Female,1982-02-15,2025-01-26,West Leahchester,6,VIP,Paid Search
238,Christopher,Chavez,Male,1974-08-16,2024-03-04,New Shawnfurt,6,Standard,Affiliate
239,Alexander,Wheeler,Male,1961-07-14,2025-01-02,North Sherry,8,Budget,Social Media
240,Brandi,Ibarra,Female,1971-08-22,2023-05-19,Shawnhaven,8,Standard,Paid Search
241,Laura,Guerra,Female,1994-07-13,2023-09-20,South Alexis,1,Budget,Referral
242,Vanessa,Tran,Female,1986-12-06,2024-06-06,Port Sherryshire,3,Budget,Organic Search
243,Isabella,Taylor,Female,1994-09-26,2023-02-16,Port Stevenmouth,6,Budget,Paid Search
244,Kayla,Mata,Female,1962-06-18,2023-05-26,South Tommyport,6,Standard,Organic Search
245,Michelle,Lambert,Female,1982-07-06,2023-01-16,South Kenneth,1,Standard,Direct
246,Lindsey,Bowers,Female,2004-06-17,2023-11-07,New Emilyside,4,Premium,Email
247,Charles,Davis,Male,1976-01-25,2025-08-21,Casechester,7,Budget,Social Media
248,Deborah,Martin,Female,1991-02-26,2024-06-05,Cookshire,2,Budget,Organic Search
249,Angela,Brown,Female,1957-09-12,2025-10-20,Jenniferstad,3,Standard,Organic Search
250,Derek,Anderson,Male,2007-02-06,2025-10-06,Erinstad,3,Budget,Email
251,John,Conley,Male,1985-12-20,2025-09-20,Ryanhaven,3,Budget,Paid Search
252,Cameron,Kirk,Male,1964-07-14,2023-12-18,East Megan,4,Standard,Direct
253,Holly,Rivas,Female,1959-11-04,2024-05-26,Lake Brandonfurt,1,Standard,Referral
254,Colleen,Padilla,Female,1982-08-09,2024-10-08,Robertton,6,Budget,Social Media
255,Joe,Lewis,Male,1982-09-08,2024-08-31,N/A,1,Budget,Referral
256,John,Thompson,Male,1956-01-23,2023-06-03,New Cheryl,6,VIP,Direct
257,Stephen,Mcclure,Male,2008-03-16,2024-01-23,Adamland,1,Budget,Social Media
258,Karla,Pearson,Female,2003-08-10,2025-03-01,East Haley,6,Standard,Email
259,Michelle,Allen,Female,1977-06-02,2025-04-19,South Charles,3,Budget,Affiliate
260,Todd,Daniels,Male,1957-06-20,2024-06-20,Adamland,5,Premium,Paid Search
261,Anthony,Bell,Male,1998-12-02,2024-04-04,North Darrenstad,2,Standard,Affiliate
262,William,Bishop,Male,1979-07-25,2025-01-29,Blackwellville,4,Standard,Organic Search
263,Veronica,Sandoval,Female,1992-03-21,2025-04-08,Jacobland,2,Standard,Email
264,Nicole,Williams,Female,1980-03-03,2025-05-19,Jeremymouth,1,Standard,Referral
265,Amy,Hudson,Female,1966-07-07,2025-08-09,North Antonio,5,Premium,Social Media
266,Benjamin,Jordan,Male,1999-01-26,2025-01-27,Erintown,1,Standard,Social Media
267,Tina,Scott,Female,2007-07-06,2024-07-06,New Audreyport,8,VIP,Social Media
268,Kristina,Murphy,Female,1964-10-16,2024-06-02,Jeremyberg,4,Budget,Organic Search
269,Rebecca,Boyd,Female,1982-08-18,2023-03-12,Watkinsshire,1,Standard,Organic Search
270,Daniel,Mathews,Male,1972-11-26,2024-08-15,Davidview,8,Budget,Paid Search
271,Diana,Kennedy,Female,2004-02-15,2025-09-24,South Maryland,1,Budget,Social Media
272,Tina,Mcguire,Female,1980-02-19,2025-03-07,South James,6,Standard,Social Media
273,Emily,Ryan,Female,2001-08-28,2025-02-04,Port Jessica,3,Premium,Paid Search
274,Benjamin,Scott,Male,2000-10-08,2024-01-03,East Michaelside,4,Premium,Affiliate
275,Mary,Powell,Female,1966-09-05,2025-02-07,North Taylor,6,Budget,Paid Search
276,Edward,Arellano,Male,1996-06-23,2023-11-05,Samuelhaven,1,Budget,Social Media
277,Phillip,Colon,Male,1974-09-21,2024-05-25,Monicaberg,5,Budget,Paid Search
278,Jennifer,Brown,Female,2004-11-04,2025-01-27,Tiffanychester,1,Premium,Organic Search
279,Andrew,Patterson,Male,1980-02-08,2023-04-02,New Amy,5,Premium,Referral
280,Wanda,Davies,Female,1998-04-01,2024-04-21,Sarahhaven,2,Standard,Social Media
281,Cory,Torres,Male,1967-01-22,2023-06-18,West Lauren,1,Premium,Organic Search
282,James,Jarvis,Male,1967-12-21,2023-10-13,Richardberg,1,Budget,Direct
283,Kimberly,Rivera,Female,1984-09-12,2024-06-06,South Lisaview,5,Budget,Referral
284,Michele,Long,Female,2008-08-04,2025-05-03,Harveystad,8,Premium,Referral
285,Bobby,Woodward,Male,1979-01-21,2024-02-28,East Anne,8,VIP,Affiliate
286,Monica,Smith,Female,1959-04-10,2023-02-12,New Sharonmouth,5,Budget,Affiliate
287,Brian,Snyder,Male,1981-11-22,2024-07-28,Jessicaville,6,Standard,Paid Search
288,Steve,Garcia,Male,1970-09-03,2023-12-30,North Stevenhaven,7,Budget,Social Media
289,Todd,Davis,Male,1982-09-01,2025-07-14,East Markport,4,Standard,Social Media
290,Michele,Wallace,Female,1982-03-05,2025-08-18,Brownburgh,2,Premium,Paid Search
291,Carol,Johnson,Female,1977-01-24,2025-04-14,Samanthamouth,5,Budget,Organic Search
292,Robert,Randolph,Male,1969-04-26,2025-02-22,Lake Gregorytown,1,Standard,Organic Search
293,Steven,Estrada,Male,1961-08-06,2025-06-04,South Rachel,6,Budget,Email
294,Rachel,Mccullough,Female,1991-02-10,2024-07-03,Monicaton,3,Standard,Referral
295,Alexandra,Heath,Female,1983-10-27,2025-03-28,North Luismouth,2,Budget,Referral
296,Daniel,Ball,Male,1964-03-15,2024-08-19,West Tammy,7,Premium,Paid Search
297,Mary,Parks,Female,1995-08-21,2024-08-29,Scottmouth,1,Premium,Organic Search
298,Andrew,Campbell,Male,1953-03-09,2025-07-22,Garciamouth,8,Standard,Social Media
299,Michael,Richard,Male,1993-11-06,2025-07-24,Larsonton,8,Budget,Social Media
300,Tara,Erickson,Female,1991-07-24,2024-07-29,Dawnbury,4,Premium,Affiliate
